log10(M_*[Msun]),sSFR[1/yr](20Myr),sSFR[1/yr](1Gyr),log10(M_HI[Msun]),sigma_*(<0.8kpc)[km/s],log10(M_BH[Msun])
10.029,5.5374e-11,5.8911e-11,9.5019,60.682,-Inf
9.4644,4.2118e-11,1.0181e-10,9.7487,41.799,6.4123
9.4226,7.7212e-11,1.2585e-10,9.6611,39.995,6.2678
10.018,6.9352e-12,1.6523e-11,9.2006,48.811,6.2575
9.7678,2.8432e-11,1.5523e-11,9.2104,48.813,6.4183
9.798,0,1.8386e-11,9.1726,52.393,-Inf
9.6483,3.0623e-11,1.9919e-11,9.2979,37.317,-Inf
8.8334,8.249e-11,1.1099e-10,9.5653,38.454,6.2524
8.8147,0,8.7224e-11,9.2781,35.226,6.2315
9.1171,0,1.913e-11,8.9966,41.078,6.3567
8.4857,0,7.3219e-11,9.1582,29.286,6.302
8.8114,0,2.3772e-11,9.0056,31.684,6.1986
8.0879,NaN,NaN,9.242,19.092,-Inf
8.4543,0,9.9826e-11,8.978,26.014,-Inf
8.7993,0,1.1961e-11,8.8942,23.689,-Inf
8.2616,0,4.6442e-11,8.8777,33.588,-Inf
8.9221,0,8.7772e-12,8.8966,32.651,-Inf
8.2454,0,2.3505e-11,8.4209,27.348,-Inf
8.9784,0,4.4301e-12,8.7862,16.534,-Inf
8.8293,0,0,-Inf,33.364,-Inf
8.787,0,2.5433e-12,8.3074,33.657,-Inf
8.2384,0,0,8.5345,25.227,-Inf
8.2019,0,0,7.708,33.093,6.0663
9.056,0,0,-Inf,24.361,-Inf
8.5089,0,0,-Inf,24.108,-Inf
8.4629,0,0,-Inf,31.623,-Inf
8.5334,0,0,-Inf,21.411,-Inf
8.3663,0,0,-Inf,17.355,-Inf
8.3108,0,0,-Inf,0,-Inf
8.0885,NaN,NaN,-Inf,26.044,-Inf
8.3943,0,0,-Inf,27.376,-Inf
8.1767,0,0,-Inf,19.101,-Inf
8.2925,0,0,-Inf,23.482,-Inf
8.4968,0,0,-Inf,20.999,-Inf
8.0884,NaN,NaN,-Inf,28.057,-Inf
8.0335,NaN,NaN,-Inf,24.946,-Inf
12.193,1.6047e-13,1.1383e-13,10.166,340.04,9.7638
10.915,6.1719e-12,6.9023e-12,8.5247,111.83,8.0922
10.814,7.0892e-11,7.3462e-11,9.2203,99.416,7.9775
10.916,0,1.6701e-12,7.6871,92.022,8.123
10.409,8.0946e-11,5.875e-11,9.9079,66.642,7.2321
10.062,6.8663e-11,6.3236e-11,9.685,62.947,6.601
9.7321,0,4.9048e-12,8.8353,52.679,6.8437
9.5993,3.018e-11,2.3485e-11,9.3127,43.105,-Inf
9.3905,0,5.6259e-12,8.8745,36.521,6.1823
9.2753,0,1.0262e-11,8.6479,35.108,-Inf
9.1893,0,0,-Inf,45.69,-Inf
8.9922,0,0,-Inf,27.709,-Inf
9.1922,0,0,6.5707,36.332,-Inf
9.1796,0,1.6581e-12,8.3513,28.946,-Inf
8.233,6.364e-10,9.0404e-11,8.9205,15.773,6.3399
9.0052,0,0,-Inf,30.372,-Inf
8.3322,0,5.9109e-11,8.8838,22.746,-Inf
8.2836,0,0,8.7984,31.081,-Inf
8.9029,0,0,-Inf,35.135,-Inf
8.1117,NaN,NaN,9.119,31.264,-Inf
8.877,0,0,-Inf,32.924,-Inf
9.1126,0,0,-Inf,27.226,-Inf
8.4085,0,0,-Inf,26.466,-Inf
8.3695,0,0,-Inf,30.577,-Inf
8.1591,0,0,-Inf,20.973,-Inf
8.217,0,0,-Inf,NaN,-Inf
8.1546,0,0,-Inf,32.678,-Inf
8.2362,0,0,-Inf,11.68,-Inf
8.107,NaN,NaN,-Inf,24.676,-Inf
8.001,NaN,NaN,-Inf,15.133,-Inf
8.1097,NaN,NaN,-Inf,17.177,-Inf
8.1074,NaN,NaN,-Inf,16.453,-Inf
11.758,5.7081e-13,3.2488e-12,9.4212,181.41,8.9061
11.728,1.7943e-12,3.9857e-12,9.3397,280.08,9.2856
11.244,6.7252e-12,4.1061e-12,8.8651,104.66,8.2374
11.259,7.1023e-12,8.9437e-12,9.1198,131.47,8.3747
11.181,4.9582e-12,6.0164e-12,9.6662,124.56,8.223
10.513,8.1078e-11,7.2864e-11,9.5602,79.417,7.4274
10.267,8.9724e-11,1.0311e-10,9.7908,72.526,7.3449
10.033,1.7626e-10,1.0853e-10,9.9379,58.304,6.718
9.8481,1.1272e-10,1.2129e-10,9.9541,56.445,6.2825
9.9656,7.8433e-11,1.0755e-10,9.9226,57.461,6.6381
9.6755,8.0403e-11,7.1469e-11,9.8831,51.732,6.2527
9.752,1.477e-10,8.897e-11,9.8683,56.375,6.2779
9.4517,1.9208e-10,9.5176e-11,9.4894,44.53,6.1867
9.8163,9.0169e-11,6.2418e-11,9.391,48.117,7.0369
9.431,1.7778e-10,1.5164e-10,9.8945,47.44,6.2676
9.5616,1.4903e-10,8.3016e-11,9.6177,54.972,6.2183
9.5153,1.1347e-10,7.9035e-11,9.5672,46.796,6.2715
9.7715,5.3826e-11,4.9421e-11,9.5947,58.796,6.5846
9.5453,1.7994e-11,8.8794e-11,9.5849,45.067,6.2513
9.738,0,3.2067e-11,9.3102,53.49,6.5646
9.4471,2.3742e-11,8.883e-11,9.4904,51.731,6.2875
9.3442,2.5966e-10,8.4832e-11,9.6239,38.439,-Inf
9.2684,1.2595e-10,1.7673e-10,9.4395,45.519,6.0472
9.1821,1.0495e-10,1.1426e-10,9.5188,39.502,6.3046
9.0254,1.7896e-10,1.1383e-10,9.6546,41.586,-Inf
9.0955,7.4819e-11,1.149e-10,9.4534,31.829,6.067
9.1885,3.3864e-11,3.937e-11,9.4704,42.766,6.229
9.331,7.9596e-11,6.2915e-11,9.1252,35.85,6.2834
9.1851,0,4.4702e-11,9.207,32.237,6.3179
9.1227,0,4.6073e-11,9.2947,39.311,6.3097
8.9202,2.3775e-10,5.5235e-11,9.3699,35.201,6.1326
8.9703,0,6.8875e-11,9.1379,35.459,6.333
9.5001,0,2.8132e-12,8.8915,40.523,-Inf
8.6975,0,7.391e-11,9.2393,22.448,-Inf
8.9252,0,4.3572e-11,9.2027,32.088,-Inf
9.0691,0,1.0031e-11,8.8704,41.271,-Inf
8.8643,1.1972e-10,2.3873e-11,9.0258,31.714,6.2517
8.5765,0,2.6349e-11,9.1568,38.153,6.2264
8.5748,0,3.2914e-11,9.0667,6.475,-Inf
9.3019,0,7.2258e-12,8.7129,34.867,-Inf
8.7124,0,3.549e-11,8.9994,35.077,6.2889
8.4561,0,6.9447e-11,8.8,44.342,-Inf
8.5065,0,2.2411e-11,9.1422,33.017,-Inf
8.6506,0,1.6597e-11,8.3355,36.772,-Inf
8.5425,0,6.0175e-12,8.4547,29.077,-Inf
8.1253,NaN,NaN,8.8473,19.552,-Inf
8.2117,0,0,8.4585,15.762,-Inf
8.4222,0,4.155e-12,8.7392,20.975,-Inf
8.813,0,0,-Inf,23.932,-Inf
8.235,0,0,8.4454,15.675,-Inf
8.034,NaN,NaN,-Inf,24.118,-Inf
8.0747,NaN,NaN,-Inf,19.787,-Inf
8.1961,0,0,-Inf,19.267,-Inf
8.2308,0,0,-Inf,11.833,-Inf
8.0647,NaN,NaN,-Inf,0,-Inf
11.814,0,2.3761e-14,9.4491,250.31,9.5137
11.888,0,8.0436e-13,8.8774,245.54,9.327
11.611,0,1.2264e-12,8.6864,152.38,9.215
11.645,7.5983e-13,1.7777e-12,9.589,189.62,9.1461
10.558,1.3446e-10,1.2673e-10,9.8268,78.581,7.1804
10.053,4.8293e-11,4.3166e-11,9.4385,56.75,7.0386
9.7289,2.342e-11,4.3759e-11,9.5733,43.426,-Inf
9.2932,1.0989e-10,9.6985e-11,9.7431,47.263,6.255
9.8717,0,1.6429e-11,9.1705,49.401,6.6239
9.3311,0,1.6845e-11,9.23,39.418,6.0305
9.5275,0,5.7808e-12,8.7604,40.621,-Inf
8.5086,2.6249e-10,9.093e-11,9.4843,28.655,-Inf
9.0349,0,2.9943e-11,9.1271,30.547,-Inf
9.2468,3.7601e-11,1.005e-11,9.0182,34.86,-Inf
8.4363,0,8.1919e-11,9.1198,14.94,-Inf
8.8353,0,0,7.8636,34.374,6.2867
9.0363,0,0,-Inf,37.145,-Inf
8.5831,0,0,-Inf,19.672,-Inf
8.4573,0,0,-Inf,30.834,6.1542
8.5565,0,7.5746e-11,8.5603,28.089,-Inf
8.7734,0,0,-Inf,36.151,-Inf
8.1721,0,1.4819e-11,8.7902,19.131,-Inf
8.3749,0,7.5658e-12,7.4083,23.965,-Inf
8.4678,0,0,-Inf,38.197,-Inf
8.2155,0,0,-Inf,41.538,-Inf
8.563,0,0,-Inf,26.612,-Inf
8.3352,0,0,-Inf,29.612,-Inf
8.4206,0,0,-Inf,23.626,-Inf
8.5352,0,0,-Inf,19.71,-Inf
8.3922,0,0,-Inf,9.2544,-Inf
11.994,0,1.1346e-13,10.02,353.45,9.7872
9.2313,0,5.399e-11,9.2591,39.052,-Inf
9.2751,0,1.3842e-11,9.0005,38.971,-Inf
12.049,0,1.0807e-13,9.6481,315.58,9.9167
9.9589,1.4325e-10,1.18e-10,9.8902,58.003,6.8311
10.152,2.6315e-11,4.5894e-11,9.4751,63.771,6.9345
9.8093,1.4824e-10,1.2884e-10,9.8802,50.943,6.229
9.7379,9.6011e-11,1.493e-10,10.028,46.337,6.2925
9.713,1.3946e-11,2.2047e-11,9.2524,48.367,-Inf
9.3604,0,2.403e-11,9.1656,45.639,-Inf
8.8778,0,1.9089e-11,8.9907,30.34,-Inf
9.333,0,3.482e-12,8.8278,26.491,-Inf
8.909,0,0,7.6342,33.435,-Inf
8.7571,0,1.798e-12,8.4795,30.253,-Inf
8.7649,0,0,7.852,21.355,-Inf
9.0831,0,0,-Inf,28.667,-Inf
8.4361,0,8.4581e-12,8.4416,32.622,6.2279
8.2149,0,0,-Inf,18.686,-Inf
8.192,0,0,-Inf,36.184,-Inf
8.0586,NaN,NaN,-Inf,8.2607,-Inf
8.2848,0,0,-Inf,30.988,-Inf
11.92,0,2.5111e-14,9.6721,197.78,9.4442
10.282,5.4366e-11,4.1783e-11,9.7304,67.198,6.8638
10.314,1.599e-11,2.712e-11,9.4053,70.663,7.5026
10.237,4.7188e-11,3.7299e-11,9.5797,63.821,6.6869
10.184,3.7864e-11,2.822e-11,9.3795,63.906,7.2061
9.9606,0,0,-Inf,53.12,-Inf
9.6227,0,7.2368e-11,9.717,48.561,6.2518
10.063,0,2.356e-12,8.7205,55.235,7.1287
9.747,1.4006e-11,1.5597e-11,8.9252,51.022,6.8234
9.926,0,4.3529e-13,8.2534,49.673,7.1971
8.9269,0,1.6679e-10,9.6719,40.159,-Inf
9.1731,0,1.3735e-11,8.8504,27.149,-Inf
9.2539,0,1.9727e-12,8.3108,36.075,-Inf
9.2242,0,0,-Inf,30.045,-Inf
8.6961,2.3721e-10,1.8239e-10,9.4048,34.426,-Inf
8.6382,0,3.9794e-11,9.2342,25.745,-Inf
8.8365,0,2.0842e-12,8.1425,28.759,-Inf
8.6767,0,4.0503e-12,8.4508,33.391,-Inf
9.198,0,0,-Inf,23.897,-Inf
8.9894,0,5.9006e-12,8.1141,29.754,-Inf
8.4887,0,0,-Inf,14.277,-Inf
8.1085,NaN,NaN,-Inf,26.328,-Inf
8.542,0,0,-Inf,11.863,-Inf
11.981,1.7213e-12,1.3937e-12,9.7414,242.62,9.4031
9.8766,1.554e-10,1.0977e-10,9.8491,55.571,6.7231
9.0176,8.0009e-11,8.907e-11,9.5149,32.655,6.3331
8.9134,0,8.716e-11,9.3042,40.165,6.2702
8.7256,1.5735e-10,6.4173e-11,9.2846,30.777,-Inf
8.6096,0,6.1759e-11,9.2004,26.168,6.31
8.556,0,5.2438e-11,9.1804,37.893,-Inf
8.0887,NaN,NaN,-Inf,18.176,-Inf
8.1904,0,0,6.8139,17.743,-Inf
8.0928,NaN,NaN,-Inf,0,-Inf
12.109,0,2.859e-15,9.3668,259.72,9.8006
11.047,1.8746e-12,1.1033e-12,8.5788,89.81,8.0671
10.688,4.2153e-11,6.322e-11,9.2702,77.406,7.4193
10.367,7.5283e-12,1.3558e-12,8.2205,72.525,7.3889
9.7827,1.5894e-10,6.4271e-11,9.6516,51.962,6.1007
9.8318,4.3748e-11,5.3033e-11,9.6086,46.446,6.3552
9.6314,0,3.5425e-13,8.0846,43.119,6.2227
9.0896,3.4321e-10,3.8194e-11,9.3389,34.997,6.2362
9.5916,0,0,7.8262,39.911,-Inf
8.4651,0,6.9212e-11,9.1235,36.069,-Inf
8.7758,0,3.1952e-11,8.9207,33.194,-Inf
8.9889,0,0,-Inf,22.698,-Inf
8.1004,NaN,NaN,8.98,19.492,-Inf
8.1736,0,0,-Inf,24.689,-Inf
12.017,4.6644e-14,1.7229e-13,9.8658,233.92,9.5425
11.681,2.37e-12,2.3987e-12,9.419,203.78,9.0049
10.382,1.0303e-10,1.3372e-10,10.049,78.088,6.9934
10.044,1.1346e-10,1.171e-10,9.9075,65.081,6.5753
10.044,8.026e-12,3.6793e-11,8.9886,69.413,7.0208
9.6044,9.9091e-11,9.2265e-11,9.9215,42.878,6.0408
9.9753,3.7228e-11,3.8989e-11,9.629,58.765,6.9102
9.7927,5.6522e-11,1.2709e-10,9.8871,57.681,6.2349
9.9483,1.1446e-10,9.1065e-11,9.589,57.404,6.8391
9.4702,1.7804e-10,1.379e-10,9.7489,58.143,6.2726
9.5504,1.3295e-10,9.8654e-11,9.7917,44.939,6.31
9.6289,1.1089e-10,6.2682e-11,9.6395,46.427,6.1503
9.4326,1.5785e-10,5.2451e-11,9.4886,41.911,6.2183
9.2604,1.4596e-10,7.7832e-11,9.5952,31.072,6.0622
9.4749,1.2334e-10,5.2962e-11,9.4966,47.79,-Inf
9.6047,2.0101e-11,1.5982e-11,9.4051,54.206,6.0435
9.1899,0,6.4073e-11,9.3371,45.455,6.2061
8.9602,5.63e-11,5.7865e-11,9.3445,32.669,-Inf
8.5654,0,2.29e-11,9.0393,27.704,-Inf
8.6316,1.537e-10,3.5973e-11,8.8587,24.208,-Inf
8.6271,0,2.5299e-12,8.7087,30.729,6.1834
8.7345,0,1.0164e-11,8.7561,34.691,-Inf
8.2384,4.8714e-10,7.3448e-11,9.1422,20.371,-Inf
8.4,0,2.1792e-11,9.009,30.65,-Inf
9.1692,0,0,-Inf,35.136,-Inf
8.1354,NaN,NaN,8.6138,22.147,-Inf
8.3793,0,5.6193e-11,8.1521,21.308,-Inf
8.3394,0,9.0275e-12,7.9649,20.943,-Inf
8.8645,0,0,-Inf,31.514,-Inf
8.3486,0,0,8.1117,24.388,-Inf
8.4396,0,0,-Inf,29.789,-Inf
8.011,NaN,NaN,8.5527,15.66,-Inf
8.5179,0,0,-Inf,38.436,-Inf
8.5253,0,0,-Inf,18.101,-Inf
8.3179,0,0,-Inf,17.487,-Inf
12.002,6.2642e-14,1.7174e-13,8.7118,217.87,9.4012
11.762,4.9127e-13,1.0567e-12,9.7823,192.05,9.0504
11.476,2.9142e-13,2.9893e-13,8.7423,149.45,8.9959
10.578,8.1073e-11,1.2163e-10,9.5855,79.224,7.434
9.9304,1.7344e-10,9.5624e-11,9.9344,51.942,6.529
10.207,1.9661e-10,1.1691e-10,10.13,70.276,6.1235
9.8828,8.5551e-11,8.186e-11,9.7418,57.417,6.367
9.8811,3.0172e-11,3.5099e-11,9.4415,53.969,6.5154
9.4872,1.7958e-11,5.8618e-11,9.6243,42.976,6.1964
9.6638,4.1191e-11,3.2454e-11,9.5227,47.549,-Inf
8.9523,1.7299e-10,2.3549e-10,9.7427,53.197,6.2485
9.4656,2.2901e-11,5.5503e-11,9.5262,41.567,-Inf
9.3535,6.6586e-11,1.2215e-10,9.4761,47.422,6.0622
8.8651,0,1.4311e-10,9.5429,33.459,6.1322
9.2016,0,2.4098e-11,9.0338,44.377,6.2646
9.2086,2.0146e-10,4.4903e-11,9.3537,42.437,6.2359
8.9847,0,4.4137e-11,9.1457,40.343,6.0945
8.7866,1.0515e-10,1.9682e-10,9.4241,28.998,6.234
8.5956,2.0088e-10,7.4664e-11,9.4492,36.429,-Inf
9.2696,0,1.2019e-11,8.7272,40.828,6.4877
8.467,7.6009e-10,4.8225e-11,9.3155,18.71,-Inf
8.6795,0,7.4915e-11,9.0824,20.622,-Inf
8.2853,0,1.6693e-11,8.911,27.819,-Inf
8.3134,0,7.8438e-12,8.9992,23.208,-Inf
8.8482,0,3.01e-12,7.8137,29.271,-Inf
8.226,0,2.5809e-11,8.3718,8.6042,-Inf
8.1615,0,0,8.2355,36.281,-Inf
8.6503,0,0,-Inf,20.394,-Inf
8.5635,0,0,-Inf,25.373,-Inf
11.778,0,5.4803e-15,8.9758,240.24,9.5149
10.754,3.3086e-12,1.4748e-11,8.6293,96.617,7.9382
10.673,1.4165e-10,1.1365e-10,10.001,90.15,7.4053
10.088,3.6781e-11,2.7987e-11,9.1232,68.579,7.4471
9.3508,5.061e-11,4.7712e-11,9.4,40.754,-Inf
8.8195,0,2.8482e-11,8.8908,26.551,-Inf
9.067,0,5.9248e-12,8.9631,29.633,-Inf
8.2114,0,3.6115e-11,9.0378,22.27,-Inf
8.5663,0,1.0744e-11,8.7892,37.273,-Inf
8.2925,0,0,-Inf,26.052,-Inf
8.6208,0,0,-Inf,16.525,-Inf
8.2615,0,0,-Inf,24.349,-Inf
8.5361,0,0,-Inf,26.225,-Inf
8.2561,0,0,-Inf,9.4182,-Inf
12.035,1.8715e-13,6.6028e-14,9.7667,302.93,9.6281
9.8208,7.3382e-11,4.6026e-11,9.4155,53.322,6.6139
8.5746,0,0,-Inf,29.489,-Inf
8.4231,0,0,-Inf,19.793,-Inf
11.881,1.4773e-13,2.4785e-14,9.5712,216.55,9.3961
11.209,2.0477e-12,3.1335e-12,9.3029,102.07,8.2711
10.894,1.2564e-12,2.4403e-12,9.4824,93.182,8.0311
10.992,7.1209e-12,6.7466e-12,8.4559,93.495,7.9494
9.8197,1.5444e-10,1.5068e-10,10.171,56.603,6.1629
9.9872,9.3503e-11,9.3866e-11,9.9741,60.721,6.6481
10.012,1.6248e-10,1.2086e-10,9.897,60.88,6.6475
9.7233,0,6.1993e-12,9.2758,37.673,-Inf
9.2616,8.647e-11,4.1843e-11,9.3954,37.564,6.1874
8.9036,1.8171e-10,1.2183e-10,9.5626,22.318,-Inf
9.5749,0,1.1253e-11,8.9496,34.046,6.6146
9.2723,0,4.2799e-11,9.4381,35.534,6.2442
8.8197,0,7.705e-11,9.3547,34.437,6.1695
9.014,1.0997e-10,3.285e-11,9.3652,39.853,6.142
8.9152,0,4.6846e-11,9.1233,33.942,-Inf
9.0663,0,1.4563e-11,9.082,38.872,-Inf
8.5775,0,4.1201e-12,8.8912,25.266,-Inf
8.0405,NaN,NaN,8.9417,19.162,-Inf
8.7103,0,3.9646e-11,8.8023,34.509,-Inf
8.7077,0,3.4075e-12,8.2496,16.421,-Inf
12.206,0,2.4273e-14,9.7358,298.96,9.8018
11.274,4.2986e-11,5.0677e-11,9.9741,106.75,8.2806
10.582,5.0521e-11,3.4389e-11,9.661,73.487,7.3226
10.46,5.6332e-11,6.5701e-11,9.913,68.646,-Inf
9.8537,3.1327e-10,2.7568e-10,10.177,54.633,6.2735
10.294,6.1537e-11,7.3024e-11,9.1213,67.206,6.8893
10.049,0,5.797e-12,9.0278,50.604,-Inf
9.9455,7.7991e-12,1.1376e-11,9.2332,54.134,-Inf
9.076,2.8198e-10,1.397e-10,9.6102,39.81,6.1472
9.2665,1.5055e-10,1.1896e-10,9.6791,45.919,6.0507
9.6963,4.5489e-11,2.1558e-11,9.3226,51.77,-Inf
8.996,1.4788e-10,1.2398e-10,9.5691,24.865,6.239
9.6843,0,4.4851e-12,8.9728,46.283,-Inf
9.5632,0,5.6539e-13,7.9462,48.34,6.3586
9.1013,1.4327e-10,2.8849e-11,9.1195,35.544,-Inf
8.4518,0,1.0773e-10,9.3264,22.265,-Inf
8.1154,NaN,NaN,9.2508,0,-Inf
9.1525,0,0,-Inf,21.651,-Inf
8.6124,0,0,8.7522,30.814,-Inf
8.1434,NaN,NaN,-Inf,26.262,-Inf
8.5657,0,0,-Inf,9.8009,-Inf
11.958,0,4.3502e-14,9.3196,252.31,9.406
11.455,1.5566e-12,1.7445e-12,9.2274,189.81,8.8233
10.051,6.2875e-11,1.0257e-10,9.8584,62.865,6.147
9.905,4.6298e-11,3.7226e-11,9.4176,53.363,6.7785
9.3825,5.7323e-11,8.0721e-11,9.5024,43.404,6.0499
9.3201,0,2.4852e-11,9.3961,38.191,6.2803
9.7324,0,3.8034e-12,8.8009,46.129,6.8303
9.8259,0,0,-Inf,40.05,-Inf
8.9305,0,3.8022e-11,9.0868,40.021,6.2
8.5498,0,6.0286e-11,9.2471,30.594,-Inf
9.1476,0,1.4776e-11,9.089,44.188,-Inf
8.8814,0,1.1185e-11,8.9193,23.833,-Inf
8.4779,0,6.1516e-11,9.0022,23.479,-Inf
9.0923,9.3447e-11,2.5637e-11,8.9321,37.758,-Inf
9.2173,0,0,7.3625,28.826,-Inf
9.0974,0,0,-Inf,30.685,-Inf
8.6157,0,0,-Inf,33.343,-Inf
12.011,0,7.1472e-15,9.0251,305.24,9.6563
11.444,0,0,8.0901,196.58,9.3643
10.717,1.0452e-10,1.0911e-10,9.9587,82.33,7.4797
9.9869,1.2145e-10,1.0938e-10,9.9182,63.23,6.3572
9.5276,6.3842e-11,6.4679e-11,9.5817,52.698,6.1816
9.6111,8.7409e-11,5.3248e-11,9.4509,54.552,-Inf
9.4409,1.6879e-11,3.4375e-11,9.4698,47.573,6.3483
9.2414,9.4899e-11,4.952e-11,9.5465,33.406,6.1838
9.007,0,2.4134e-11,8.9812,34.438,-Inf
8.7572,0,3.4388e-12,8.7164,34.567,-Inf
9.2334,0,0,8.3906,30.522,-Inf
8.216,0,6.8336e-12,8.3543,11.568,-Inf
8.8218,0,0,-Inf,28.724,-Inf
8.0028,NaN,NaN,8.2418,28.586,-Inf
8.0087,NaN,NaN,-Inf,25.27,-Inf
11.992,0,7.5121e-15,9.196,271.11,9.6394
10.559,2.9324e-12,6.7701e-12,8.8915,90.701,7.7979
9.8588,1.4048e-11,1.3609e-11,9.4526,52.529,6.669
9.0032,0,5.229e-12,8.9706,36.384,-Inf
9.4626,0,5.4901e-13,8.4588,36.41,-Inf
8.4154,0,0,8.8121,27.621,-Inf
8.2774,0,1.1515e-11,8.4803,27.783,-Inf
8.0239,NaN,NaN,-Inf,3.868,-Inf
11.947,0,2.2623e-14,9.4578,258.38,9.4538
9.99,9.6081e-11,7.2215e-11,9.7075,65.314,6.8708
9.6156,2.0934e-11,3.103e-11,9.6819,41.058,-Inf
9.5407,9.5898e-11,5.5864e-11,9.5397,45.428,6.7984
9.2973,0,3.8356e-11,9.3866,43.81,6.0756
8.526,0,3.1917e-11,9.164,37.594,-Inf
8.1682,0,1.9317e-11,9.11,24.145,-Inf
8.8994,0,7.1679e-12,8.7273,43.997,-Inf
8.6453,0,0,-Inf,19.42,-Inf
8.6475,0,0,7.6786,25.017,-Inf
11.941,0,2.3072e-13,9.1927,286.37,9.6729
11.057,4.6952e-12,6.553e-12,9.9066,122.92,8.2308
9.9492,1.6577e-11,4.1407e-11,9.6877,59.547,6.8313
9.601,1.5022e-10,7.8876e-11,9.4875,44.437,6.4085
9.9157,8.7871e-12,1.0173e-11,9.0404,56.534,7.2233
8.9723,1.998e-10,9.3897e-11,9.3526,39.546,-Inf
9.1288,0,1.1546e-12,8.6395,36.828,6.3979
8.6793,0,0,8.5568,24.917,-Inf
8.5454,0,0,-Inf,13.583,-Inf
11.894,0,5.522e-14,9.6619,270.48,9.5601
11.379,3.1553e-12,4.6513e-13,9.2159,173.1,9.2793
11.176,0,6.534e-13,7.952,103.31,8.7705
10.333,0,3.0267e-12,8.8467,70.336,7.4836
10.107,4.9529e-11,4.9035e-11,9.6146,52.082,7.0362
9.692,1.2025e-10,6.9522e-11,9.9553,55.559,6.1142
9.8471,6.5253e-12,5.2906e-11,9.6579,48.186,6.7295
9.4208,1.3545e-10,5.3823e-11,9.5387,38.677,6.2706
8.7946,0,2.6425e-11,9.264,25.759,6.2701
8.705,7.7306e-11,7.3753e-11,9.3983,29.479,-Inf
8.7486,0,7.954e-11,9.4381,25.695,-Inf
8.4598,2.9878e-10,3.622e-11,9.2109,26.687,6.2896
8.7195,0,2.0696e-11,9.0166,43.217,-Inf
8.6417,0,2.5565e-11,8.425,27.918,6.1183
8.3872,0,7.5676e-12,8.2775,28.884,-Inf
8.6256,0,2.1285e-11,8.5256,28.826,-Inf
8.1676,0,0,7.5394,22.231,-Inf
8.1003,NaN,NaN,8.7628,13.576,-Inf
12.075,0,1.5549e-15,9.3642,263.81,9.7716
10.98,3.0819e-12,3.0517e-12,9.0954,113.16,8.3366
9.7118,1.6634e-10,1.5675e-10,10.116,47.934,6.1152
9.658,4.1068e-11,5.994e-11,9.6261,44.444,6.2045
9.2095,1.6583e-10,7.546e-11,9.4176,39.762,6.1152
9.0527,0,1.653e-11,9.1116,44.825,-Inf
8.4811,0,1.1123e-11,8.843,27.232,6.2555
8.3547,0,7.5452e-12,8.9219,21.145,-Inf
11.83,0,7.7462e-14,9.3801,299.55,9.6
11.029,5.9158e-11,8.5989e-11,9.4135,118.86,7.402
10.626,1.8495e-10,1.9291e-10,10.118,74.186,7.0962
10.559,3.1217e-11,2.6012e-11,9.546,79.778,7.3509
9.3532,0,5.8332e-11,9.2232,46.326,6.5084
8.8216,0,8.73e-11,9.1937,40.267,6.1802
8.779,0,8.5859e-12,8.6613,33.334,-Inf
8.3853,0,5.6738e-12,8.596,31.033,-Inf
11.457,1.145e-12,2.1147e-12,9.5803,155.67,9.2472
11.542,0,1.0551e-13,8.5812,180.32,8.9692
11.251,5.6329e-12,5.1379e-12,9.78,119.63,8.3987
10.69,1.6657e-10,1.4492e-10,9.918,80.983,7.194
10.069,1.5452e-11,1.0131e-12,8.9584,58.603,7.1835
9.5556,9.9456e-11,9.6803e-11,9.8436,46.249,6.0982
9.3804,3.0139e-11,2.8218e-11,9.418,26.486,-Inf
8.4127,4.1473e-10,3.9802e-11,9.2427,13.637,-Inf
8.5128,0,4.8745e-11,9.0116,32.105,6.3443
8.5867,0,8.2315e-11,8.4309,20.679,-Inf
8.7326,0,5.3848e-12,8.8851,37.677,-Inf
8.67,0,0,7.2141,24.71,-Inf
8.0535,NaN,NaN,8.3887,15.175,-Inf
8.1037,NaN,NaN,-Inf,32.403,-Inf
11.857,0,1.0897e-13,8.9882,248.77,9.5654
10.36,6.8258e-11,5.4883e-11,9.9177,72.926,6.9353
10.202,4.7707e-11,7.8108e-11,9.8571,65.747,6.8433
9.6078,9.4093e-11,8.265e-11,9.7589,44.287,6.3977
9.1612,9.7083e-11,7.4852e-11,9.6641,43.184,6.2871
8.9802,1.6682e-10,1.1786e-10,9.5988,46.694,6.343
9.2187,0,4.1999e-11,9.362,38.305,6.3457
9.3472,4.0915e-11,2.7114e-11,9.0856,43.24,6.2017
9.1817,1.0188e-10,5.142e-11,9.3483,39.634,-Inf
9.0625,0,9.6445e-12,8.9649,42.071,-Inf
8.7513,1.7192e-10,1.5495e-11,8.6263,29.811,-Inf
8.581,0,2.562e-11,8.7591,21.546,-Inf
8.326,0,0,-Inf,16.454,-Inf
8.0765,NaN,NaN,-Inf,20.642,-Inf
11.8,4.6336e-14,7.7372e-15,9.2109,284.03,9.5734
9.6531,7.0645e-11,7.7415e-11,9.8119,57.872,6.1552
9.9612,1.6311e-11,3.9875e-11,9.5664,52.418,6.5483
9.3581,1.2529e-10,4.3442e-11,9.4894,40.08,6.2369
8.7423,0,5.2779e-11,9.1972,23.751,6.2445
8.3843,0,5.5653e-11,8.8487,29.35,-Inf
8.2898,0,3.8767e-11,8.4047,29.809,-Inf
